index,text,score,difficulty_score,difficulty_strategy,difficulty
949,A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services.,1,0.0011313199065625668,roberta-mlm-loss,easy
950,Fans of the animated wildlife adventure show will be in warthog heaven; others need not necessarily apply.,1,0.007747196592390537,roberta-mlm-loss,medium
951,"Without resorting to hyperbole, I can state that Kissing Jessica Stein may be the best same sex romance I have seen.",1,0.002816645661368966,roberta-mlm-loss,medium
952,Nolan bravely treads where few American films dare to delve    into the world of ambivalence and ambiguity...,1,0.0008532988140359521,roberta-mlm-loss,easy
953,"Unlike the nauseating fictions peddled by such 'Have yourself a happy little Holocaust' movies as Life Is Beautiful and Jakob the Liar, The Grey Zone is honest enough to deny the possibility of hope in Auschwitz.",1,0.10641747713088989,roberta-mlm-loss,hard
954,A potent allegorical love story.,1,0.001000653370283544,roberta-mlm-loss,easy
955,Even those who would like to dismiss the film outright should find much to mull and debate.,1,0.004504345823079348,roberta-mlm-loss,medium
956,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",1,0.00027432708884589374,roberta-mlm-loss,easy
957,"The movie is full of fine performances, led by Josef Bierbichler as Brecht and Monica Bleibtreu as Helene Weigel, his wife.",1,0.12730108201503754,roberta-mlm-loss,hard
958,A captivating cross cultural comedy of manners.,1,0.0006045025074854493,roberta-mlm-loss,easy
959,"Andy Garcia enjoys one of his richest roles in years and Mick Jagger gives his best movie performance since, well, Performance.",1,0.276338130235672,roberta-mlm-loss,hard
960,"The movie isn't always easy to look at. But if it is indeed a duty of art to reflect life, than Leigh has created a masterful piece of artistry right here.",1,0.017707157880067825,roberta-mlm-loss,hard
961,"It's (Ricci's) best work yet, this girl woman who sincerely believes she can thwart the world's misery with blind good will.",1,0.05531368404626846,roberta-mlm-loss,hard
962,"Highlights are the terrific performances by Christopher Plummer, as the prime villain, and Nathan Lane as Vincent Crummles, the eccentric theater company manager.",1,0.0040001110173761845,roberta-mlm-loss,medium
963,(Howard) so good as Leon Barlow ... that he hardly seems to be acting.,1,0.011779009364545345,roberta-mlm-loss,medium
964,"Superior genre storytelling, which gets under our skin simply by crossing the nuclear line.",1,0.0067643774673342705,roberta-mlm-loss,medium
965,"By taking Entertainment Tonight subject matter and giving it humor and poignancy, Auto Focus becomes both gut bustingly funny and crushingly depressing.",1,0.09246097505092621,roberta-mlm-loss,hard
966,It's a bittersweet and lyrical mix of elements.,1,0.0003645260294433683,roberta-mlm-loss,easy
967,"Subversive, meditative, clinical and poetic, The Piano Teacher is a daring work of genius.",1,0.0021993464324623346,roberta-mlm-loss,medium
968,The weakest of the four Harry Potter books has been transformed into the stronger of the two films by the thinnest of margins.,1,0.0015163520583882928,roberta-mlm-loss,easy
969,"Its gross out gags and colorful set pieces... are of course stultifyingly contrived and too stylized by half. Still, it gets the job done    a sleepy afternoon rental.",1,0.022210363298654556,roberta-mlm-loss,hard
970,"It further declares its director, Zhang Yang of Shower, as a boldly experimental, contemporary stylist with a bright future.",1,0.0021557945292443037,roberta-mlm-loss,medium
971,"Smith's approach is never to tease, except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes.",1,0.020901253446936607,roberta-mlm-loss,hard
972,"Full of profound, real life moments that anyone can relate to, it deserves a wide audience.",1,0.000423953722929582,roberta-mlm-loss,easy
973,"A movie that will touch the hearts of both children and adults, as well as bring audiences to the edge of their seats.",1,0.00018576282309368253,roberta-mlm-loss,easy
974,"Leave it to Rohmer, now 82, to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago.",1,0.07636411488056183,roberta-mlm-loss,hard
975,"Fine acting but there is no sense of connecting the dots, just dots.",1,0.4827437400817871,roberta-mlm-loss,hard
976,An extraordinary Swedish film about the soul adventure of marriage    the kind of intimate and character driven film that Bille August does best.,1,0.12340015918016434,roberta-mlm-loss,hard
977,"A blessed gift to film geeks and historians. If the '70's were your idea of a good time at the movies, this will make you very happy.",1,0.011036593466997147,roberta-mlm-loss,medium
978,It took 19 predecessors to get THIS?,-1,0.7416541576385498,roberta-mlm-loss,hard
979,"Thoughtful, even stinging at times, and lots of fun.",1,0.0005973564693704247,roberta-mlm-loss,easy
980,"One of the most haunting, viciously honest coming of age films in recent memory.",1,0.003047757549211383,roberta-mlm-loss,medium
981,"The WWII drama is well plotted, visually striking and filled with enjoyably complex characters who are never what they first appear.",1,0.002145635662600398,roberta-mlm-loss,medium
982,"It's a pleasure to see Seinfeld griping about the biz with buddies Chris Rock, Garry Shandling and Colin Quinn.",1,0.0009674658067524433,roberta-mlm-loss,easy
983,"If you love Motown music, you'll love this documentary.",1,0.00017240160377696157,roberta-mlm-loss,easy
984,"This time out, (Sade) is an unsettlingly familiar figure    in turns loyal and deceitful, responsible and reckless, idealistically selfless and coldly self interested.",1,0.22999337315559387,roberta-mlm-loss,hard
985,"Human Resources was a good, straightforward tale, but Time Out is better. It's haunting. It's like a poem.",1,0.0029721534810960293,roberta-mlm-loss,medium
986,"To the film's credit, the acting is fresh and unselfconscious, and Munch is a marvel of reality versus sappy sentiment.",1,0.002051122020930052,roberta-mlm-loss,medium
987,"Chicago is, in many ways, an admirable achievement.",1,0.17841187119483948,roberta-mlm-loss,hard
988,"Shainberg weaves a carefully balanced scenario that is controlled by neither character, is weirdly sympathetic to both and manages to be tender and darkly comic.",1,0.010748177766799927,roberta-mlm-loss,medium
989,"Even when foreign directors ... borrow stuff from Hollywood, they invariably shake up the formula and make it more interesting.",1,0.26678788661956787,roberta-mlm-loss,hard
990,A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe... the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history.,-1,0.0022622691467404366,roberta-mlm-loss,medium
991,"Sturdy, entertaining period drama ... both Caine and Fraser have their moments.",1,0.0009047979256138206,roberta-mlm-loss,easy
992,"Whether (Binoche and Magimel) are being charming or angst ridden, they easily fill their scenes and, fine judges both, never overcook the hysteria.",1,0.12054724991321564,roberta-mlm-loss,hard
993,"A spunky, original take on a theme that will resonate with singles of many ages.",1,0.0008388379937969148,roberta-mlm-loss,easy
994,It's a glorious groove that leaves you wanting more.,1,0.001505347085185349,roberta-mlm-loss,easy
995,Majidi gets uniformly engaging performances from his largely amateur cast.,1,0.005211233161389828,roberta-mlm-loss,medium
996,...a well observed and disturbing little movie,1,0.0012844207230955362,roberta-mlm-loss,easy
997,Fans of Nijinsky will savor every minute of Cox's work.,1,0.0013361168093979359,roberta-mlm-loss,easy
998,"Everything you loved about it in 1982 is still there, for everybody who wants to be a kid again, or show it to their own kids.",1,0.0014575509121641517,roberta-mlm-loss,easy
999,Jagger the actor is someone you want to see again.,1,0.0013636603252962232,roberta-mlm-loss,easy
1000,Escapism in its purest form.,1,0.0014617415145039558,roberta-mlm-loss,easy
1001,"There is a kind of attentive concern that Hoffman brings to his characters, as if he has been giving them private lessons, and now it is time for their first public recital.",1,0.04923788830637932,roberta-mlm-loss,hard
1002,A comic gem with some serious sparkles.,1,0.005777427460998297,roberta-mlm-loss,medium
1003,U.S. audiences may find (Attal and Gainsbourg's) unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what Hollywood typically concocts.,1,0.02000490017235279,roberta-mlm-loss,hard
1004,''Cremaster 3'' should come with the warning ''For serious film buffs only!'',1,0.0006255622720345855,roberta-mlm-loss,easy
1005,"Once again, director Jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale.",1,0.031046150252223015,roberta-mlm-loss,hard
1006,A loving little film of considerable appeal.,1,0.033345893025398254,roberta-mlm-loss,hard
1007,"Although it's a bit smug and repetitive, this documentary engages your brain in a way few current films do.",1,0.3853766620159149,roberta-mlm-loss,hard
1008,Flawed but worthy look at life in U.S. relocation camps.,1,0.029601512476801872,roberta-mlm-loss,hard
1009,It's a lovely film with lovely performances by Buy and Accorsi.,1,0.5144013166427612,roberta-mlm-loss,hard
1010,"No one goes unindicted here, which is probably for the best. And if you're not nearly moved to tears by a couple of scenes, you've got ice water in your veins.",1,0.000377686636056751,roberta-mlm-loss,easy
1011,"A warm, funny, engaging film.",1,0.0001924147509271279,roberta-mlm-loss,easy
1012,"Uses sharp humor and insight into human nature to examine class conflict, adolescent yearning, the roots of friendship and sexual identity.",1,0.0016020321054384112,roberta-mlm-loss,medium
1013,"Half Submarine flick, Half Ghost Story, All in one criminally neglected film",1,0.029463330283761024,roberta-mlm-loss,hard
1014,"Entertains by providing good, lively company.",1,0.3852495551109314,roberta-mlm-loss,hard
1015,"Dazzles with its fully written characters, its determined stylishness (which always relates to characters and story) and Johnny Dankworth's best soundtrack in years.",1,0.013744309544563293,roberta-mlm-loss,medium
1016,"Visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller coaster ride from innocence to experience without even a hint of that typical kiddie flick sentimentality.",1,0.0009520776220597327,roberta-mlm-loss,easy
1017,"Nothing's at stake, just a twisty double cross you can smell a mile away  still, the derivative Nine Queens is lots of fun.",1,0.7321903109550476,roberta-mlm-loss,hard
1018,"Unlike the speedy wham bam effect of most Hollywood offerings, character development    and more importantly, character empathy    is at the heart of Italian for Beginners.",1,0.26591628789901733,roberta-mlm-loss,hard
1019,"You'll gasp appalled and laugh outraged and possibly, watching the spectacle of a promising young lad treading desperately in a nasty sea, shed an errant tear.",1,0.014468736946582794,roberta-mlm-loss,hard
1020,"The band's courage in the face of official repression is inspiring, especially for aging hippies (this one included).",1,0.0019783645402640104,roberta-mlm-loss,medium
1021,"Although German cooking does not come readily to mind when considering the world's best cuisine, Mostly Martha could make Deutchland a popular destination for hungry tourists.",1,0.9226633906364441,roberta-mlm-loss,hard
1022,A beguiling splash of pastel colors and prankish comedy from Disney.,1,0.015064438804984093,roberta-mlm-loss,hard
1023,"As surreal as a dream and as detailed as a photograph, as visually dexterous as it is at times imaginatively overwhelming.",1,0.0006918945000506938,roberta-mlm-loss,easy
1024,"(Lawrence bounces) all over the stage, dancing, running, sweating, mopping his face and generally displaying the wacky talent that brought him fame in the first place.",1,0.0012820713454857469,roberta-mlm-loss,easy
1025,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,1,0.0021021689753979445,roberta-mlm-loss,medium
1026,"What's surprising about Full Frontal is that despite its overt self awareness, parts of the movie still manage to break past the artifice and thoroughly engage you.",1,0.006056671030819416,roberta-mlm-loss,medium
1027,"Whether you like rap music or loathe it, you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie.",1,0.0005301808705553412,roberta-mlm-loss,easy
1028,"... an otherwise intense, twist and turn thriller that certainly shouldn't hurt talented young Gaghan's resume.",1,0.023140767589211464,roberta-mlm-loss,hard
1029,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",1,0.0034008268266916275,roberta-mlm-loss,medium
1030,"There's ... tremendous energy from the cast, a sense of playfulness and excitement that seems appropriate.",1,0.0784669816493988,roberta-mlm-loss,hard
1031,"It moves quickly, adroitly, and without fuss; it doesn't give you time to reflect on the inanity    and the Cold War datedness    of its premise.",1,0.1718946248292923,roberta-mlm-loss,hard
1032,A deep and meaningful film.,1,0.0020318797323852777,roberta-mlm-loss,medium
1033,The film's welcome breeziness and some unbelievably hilarious moments    most portraying the idiocy of the film industry    make it mostly worth the trip.,1,0.08075586706399918,roberta-mlm-loss,hard
1034,It's a remarkably solid and subtly satirical tour de force.,1,0.0008242440526373684,roberta-mlm-loss,easy
1035,Enormously entertaining for moviegoers of any age.,1,0.00036903368891216815,roberta-mlm-loss,easy
1036,"A poignant, artfully crafted meditation on mortality.",1,0.0006317880470305681,roberta-mlm-loss,easy
1037,A rarity among recent Iranian films: It's a comedy full of gentle humor that chides the absurdity of its protagonist's plight.,1,0.0004964917316101491,roberta-mlm-loss,easy
1038,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",1,0.003384103300049901,roberta-mlm-loss,medium
1039,"In a way, the film feels like a breath of fresh air, but only to those that allow it in.",1,0.0002747469989117235,roberta-mlm-loss,easy
1040,"Woody Allen's latest is an ambling, broad comedy about all there is to love    and hate    about the movie biz.",1,0.0012998268939554691,roberta-mlm-loss,easy
1041,It's a stunning lyrical work of considerable force and truth.,1,0.000797776214312762,roberta-mlm-loss,easy
1042,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",1,0.02286551147699356,roberta-mlm-loss,hard
1043,"(Næs) directed the stage version of Elling, and gets fine performances from his two leads who originated the characters on stage.",1,0.0058995196595788,roberta-mlm-loss,medium
1044,"Made me unintentionally famous    as the queasy stomached critic who staggered from the theater and blacked out in the lobby. But believe it or not, it's one of the most beautiful, evocative works I've seen.",1,0.0812600627541542,roberta-mlm-loss,hard
1045,"A coda in every sense, The Pinochet Case splits time between a minute by minute account of the British court's extradition chess game and the regime's talking head survivors.",1,0.30695733428001404,roberta-mlm-loss,hard
1046,"Like Mike is a winner for kids, and no doubt a winner for Lil Bow Wow, who can now add movies to the list of things he does well.",1,0.06372459977865219,roberta-mlm-loss,hard
1047,"(T)his beguiling Belgian fable, very much its own droll and delicate little film, has some touching things to say about what is important in life and why.",1,0.008298470638692379,roberta-mlm-loss,medium
1048,"Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep. But taken as a stylish and energetic one shot, The Queen of the Damned cannot be said to suck.",1,0.00741537706926465,roberta-mlm-loss,medium
1049,"You won't like Roger, but you will quickly recognize him. And that's a big part of why we go to the movies.",1,0.011235743761062622,roberta-mlm-loss,medium
1050,"While the stoically delivered hokum of Hart's War is never fun, it's still a worthy addition to the growing canon of post Saving Private Ryan tributes to the greatest generation.",1,0.08245265483856201,roberta-mlm-loss,hard
1051,"We know the plot's a little crazy, but it held my interest from start to finish.",1,0.0004704035818576813,roberta-mlm-loss,easy
1052,A sober and affecting chronicle of the leveling effect of loss.,1,0.03297878056764603,roberta-mlm-loss,hard
1053,"A fast, funny, highly enjoyable movie.",1,0.00014244872727431357,roberta-mlm-loss,easy
1054,"A celebration of quirkiness, eccentricity, and certain individuals' tendency to let it all hang out, and damn the consequences.",1,0.0017181896837428212,roberta-mlm-loss,medium
1055,"Writer/director Joe Carnahan's grimy crime drama is a manual of precinct cliches, but it moves fast enough to cover its clunky dialogue and lapses in logic.",1,0.19314825534820557,roberta-mlm-loss,hard
1056,"A smart, witty follow up.",1,0.0013950113207101822,roberta-mlm-loss,easy
1057,"While the ideas about techno saturation are far from novel, they're presented with a wry dark humor.",1,0.0038390152622014284,roberta-mlm-loss,medium
1058,An infectious cultural fable with a tasty balance of family drama and frenetic comedy.,1,0.004569944925606251,roberta-mlm-loss,medium
1059,"Although occasionally static to the point of resembling a stage play, the film delivers a solid mixture of sweetness and laughs.",1,0.08170878142118454,roberta-mlm-loss,hard
1060,It provides an honest look at a community striving to anchor itself in new grounds.,1,0.11821244657039642,roberta-mlm-loss,hard
1061,"Add yet another hat to a talented head, Clooney's a good director.",1,0.007506139576435089,roberta-mlm-loss,medium
1062,"Building slowly and subtly, the film, sporting a breezy spontaneity and realistically drawn characterizations, develops into a significant character study that is both moving and wise.",1,0.0033509153872728348,roberta-mlm-loss,medium
1063,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",-1,0.040080636739730835,roberta-mlm-loss,hard
1064,"Chilling, well acted, and finely directed: David Jacobson's Dahmer.",1,0.000246567593421787,roberta-mlm-loss,easy
1065,"A swashbuckling tale of love, betrayal, revenge and above all, faith.",1,0.0007296013063751161,roberta-mlm-loss,easy
1066,"Without ever becoming didactic, director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality.",1,0.014601032249629498,roberta-mlm-loss,hard
1067,It's a coming of age story we've all seen bits of in other films    but it's rarely been told with such affecting grace and cultural specificity.,1,0.002735041780397296,roberta-mlm-loss,medium
1068,A literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002.,1,0.013757102191448212,roberta-mlm-loss,medium
1069,Makes even the claustrophobic on board quarters seem fun.,1,0.0059700882993638515,roberta-mlm-loss,medium
1070,"This is as respectful a film as Byatt fans could hope for, though lovers of the book may wonder why it's necessary.",1,0.02021070569753647,roberta-mlm-loss,hard
1071,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals...a psychological masterpiece.,1,0.0009200297645293176,roberta-mlm-loss,easy
1072,"Not far beneath the surface, this reconfigured tale asks disturbing questions about those things we expect from military epics.",1,0.0028891770634800196,roberta-mlm-loss,medium
1073,For the most part Stevens glides through on some solid performances and witty dialogue.,1,0.0012564861681312323,roberta-mlm-loss,easy
1074,Broomfield turns his distinctive 'blundering' style into something that could really help clear up the case.,1,0.0016704373992979527,roberta-mlm-loss,medium
1075,"Against all odds in heaven and hell, it creeped me out just fine.",1,0.0006612040451727808,roberta-mlm-loss,easy
1076,It's refreshing to see a girl power movie that doesn't feel it has to prove anything.,1,0.00043153553269803524,roberta-mlm-loss,easy
1077,"It's worth seeing just on the basis of the wisdom, and at times, the startling optimism, of the children.",1,0.0005955402739346027,roberta-mlm-loss,easy
1078,A rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love.,1,0.06519505381584167,roberta-mlm-loss,hard
1079,This surreal Gilliam esque film is also a troubling interpretation of Ecclesiastes. A rewarding work of art for only the most patient and challenge hungry moviegoers.,1,0.1863601803779602,roberta-mlm-loss,hard
1080,A quiet treasure    a film to be savored.,1,0.004250845871865749,roberta-mlm-loss,medium
1081,"May be far from the best of the series, but it's assured, wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation.",1,0.003592694876715541,roberta-mlm-loss,medium
1082,A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1,0.0045407977886497974,roberta-mlm-loss,medium
1083,Huston nails both the glad handing and the choking sense of hollow despair.,1,0.4785836637020111,roberta-mlm-loss,hard
1084,"may not have generated many sparks, but with his affection for Astoria and its people he has given his tale a warm glow.",1,0.0027514195535331964,roberta-mlm-loss,medium
1085,A delirious celebration of the female orgasm.,1,0.00015838458784855902,roberta-mlm-loss,easy
1086,"Exquisitely nuanced in mood tics and dialogue, this chamber drama is superbly acted by the deeply appealing veteran Bouquet and the chilling but quite human Berling.",1,0.028936879709362984,roberta-mlm-loss,hard
1087,It's fascinating to see how Bettany and McDowell play off each other.,1,0.0010047060204669833,roberta-mlm-loss,easy
1088,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",1,0.002904498251155019,roberta-mlm-loss,medium
1089,Leigh's film is full of memorable performances from top to bottom.,1,0.0004502495867200196,roberta-mlm-loss,easy
1090,One of the most significant moviegoing pleasures of the year.,1,0.00028671277686953545,roberta-mlm-loss,easy
1091,"Jose Campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor, bittersweet pathos, and lyric moments that linger like snapshots of memory.",1,0.0029394994489848614,roberta-mlm-loss,medium
1092,"Generally, Clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler, while happily killing 94 minutes.",1,0.03737834841012955,roberta-mlm-loss,hard
1093,The movie is beautiful to behold and engages one in a sense of epic struggle    inner and outer    that's all too rare in Hollywood's hastier productions.,1,0.3192249834537506,roberta-mlm-loss,hard
1094,"Neither Parker nor Donovan is a typical romantic lead, but they bring a fresh, quirky charm to the formula.",1,0.0027439820114523172,roberta-mlm-loss,medium
1095,"It's a much more emotional journey than what Shyamalan has given us in his past two movies, and Gibson, stepping in for Bruce Willis, is the perfect actor to take us on the trip.",1,0.0007500955834984779,roberta-mlm-loss,easy
1096,"Not only are the special effects and narrative flow much improved, and Daniel Radcliffe more emotionally assertive this time around as Harry, but the film conjures the magic of author J.K. Rowling's books.",1,0.0003296566428616643,roberta-mlm-loss,easy
1097,Jaglom ... put(s) the audience in the privileged position of eavesdropping on his characters,1,0.11449049413204193,roberta-mlm-loss,hard
1098,"Beautifully observed, miraculously unsentimental comedy drama.",1,0.0018930084770545363,roberta-mlm-loss,medium
1099,"A must see for the David Mamet enthusiast and for anyone who appreciates intelligent, stylish moviemaking.",1,0.0003057697613257915,roberta-mlm-loss,easy
1100,"Crackerjack entertainment    nonstop romance, music, suspense and action.",1,0.004512564744800329,roberta-mlm-loss,medium
1101,"The acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.",1,0.00037768646143376827,roberta-mlm-loss,easy
1102,"García Bernal and Talancón are an immensely appealing couple, and even though their story is predictable, you'll want things to work out.",1,0.002682482823729515,roberta-mlm-loss,medium
1103,"Far more imaginative and ambitious than the trivial, cash in features Nickelodeon has made from its other animated TV series.",1,0.46854671835899353,roberta-mlm-loss,hard
1104,"The very definition of the 'small' movie, but it is a good stepping stone for director Sprecher.",1,0.002511219587177038,roberta-mlm-loss,medium
1105,"A gripping, searing portrait of a lost soul trying to find her way through life.",1,0.0003686090058181435,roberta-mlm-loss,easy
1106,"Suffers from the lack of a compelling or comprehensible narrative. Still, as a visual treat, the film is almost unsurpassed.",1,0.0008943813154473901,roberta-mlm-loss,easy
1107,"So unassuming and pure of heart, you can't help but warmly extend your arms and yell 'Safe!'",1,0.0034353500232100487,roberta-mlm-loss,medium
1108,An intriguing cinematic omnibus and round robin that occasionally is more interesting in concept than in execution.,1,0.0008623354369774461,roberta-mlm-loss,easy
1109,So refreshingly incisive is Grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor.,1,0.2437744140625,roberta-mlm-loss,hard
1110,"At a time when half the so called real movies are little more than live action cartoons, it's refreshing to see a cartoon that knows what it is, and knows the form's history.",1,0.01638570986688137,roberta-mlm-loss,hard
1111,The magic of the film lies not in the mysterious spring but in the richness of its performances.,1,0.21778663992881775,roberta-mlm-loss,hard
1112,"Hoffman notches in the nuances of pain, but his smart, edgy voice and waddling profile (emphasized here) accent the humor of Wilson's plight, and that saves his pathos from drippiness.",1,0.009885823354125023,roberta-mlm-loss,medium
1113,What better message than 'love thyself' could young women of any size receive?,1,0.0007804817287251353,roberta-mlm-loss,easy
1114,The second coming of Harry Potter is a film far superior to its predecessor. A movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the Godzilla sized soda.,1,0.16851739585399628,roberta-mlm-loss,hard
1115,"84 minutes of rolling musical back beat and supercharged cartoon warfare. It's also, clearly, great fun.",1,0.16387414932250977,roberta-mlm-loss,hard
1116,...takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport,1,0.0018939526053145528,roberta-mlm-loss,medium
1117,"Seldahl's Barbara is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.",1,0.016226980835199356,roberta-mlm-loss,hard
1118,"A warm but realistic meditation on friendship, family and affection.",1,0.000570210802834481,roberta-mlm-loss,easy
1119,"Byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple melodrama.",1,0.001280420576222241,roberta-mlm-loss,easy
1120,Turns potentially forgettable formula into something strangely diverting.,1,0.005379464477300644,roberta-mlm-loss,medium
1121,Bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid.,1,0.004167995881289244,roberta-mlm-loss,medium
1122,People cinema at its finest.,1,0.13178184628486633,roberta-mlm-loss,hard
1123,The performances take the movie to a higher level.,1,0.0011128385085612535,roberta-mlm-loss,easy
1124,"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure.",1,0.17403312027454376,roberta-mlm-loss,hard
1125,"...a spoof comedy that carries its share of laughs – sometimes a chuckle, sometimes a guffaw and, to my great pleasure, the occasional belly laugh.",1,0.006961179431527853,roberta-mlm-loss,medium
1126,"Manages to transcend the sex, drugs and show tunes plot into something far richer.",1,0.13392138481140137,roberta-mlm-loss,hard
1127,Dense with characters and contains some thrilling moments.,1,0.0038235534448176622,roberta-mlm-loss,medium
1128,LaPaglia's ability to convey grief and hope works with Weaver's sensitive reactions to make this a two actor master class.,1,0.005319118034094572,roberta-mlm-loss,medium
1129,Reign of Fire looks as if it was made without much thought    and is best watched that way.,-1,0.0015112360706552863,roberta-mlm-loss,easy
1130,"Altogether, this is successful as a film, while at the same time being a most touching reconsideration of the familiar masterpiece.",1,0.0032320974860340357,roberta-mlm-loss,medium
1131,"We root for (Clara and Paul), even like them, though perhaps it's an emotion closer to pity.",1,0.0019088825210928917,roberta-mlm-loss,medium
1132,The best film about baseball to hit theaters since Field of Dreams.,1,0.00031609326833859086,roberta-mlm-loss,easy
1133,"Instead of a hyperbolic beat charged urban western, it's an unpretentious, sociologically pointed slice of life.",1,0.3069344758987427,roberta-mlm-loss,hard
1134,the film tunes into a grief that could lead a man across centuries.,1,0.38486120104789734,roberta-mlm-loss,hard
1135,"If The Count of Monte Cristo doesn't transform Caviezel into a movie star, then the game is even more rigged than it was two centuries ago.",1,0.00040498829912394285,roberta-mlm-loss,easy
1136,(D)oesn't bother being as cloying or preachy as equivalent evangelical Christian movies    maybe the filmmakers know that the likely audience will already be among the faithful.,1,0.292344868183136,roberta-mlm-loss,hard
1137,"As a tolerable diversion, the film suffices; a Triumph, however, it is not.",1,0.48480528593063354,roberta-mlm-loss,hard
1138,"If director Michael Dowse only superficially understands his characters, he doesn't hold them in contempt.",1,0.0008161800797097385,roberta-mlm-loss,easy
1139,If your taste runs to 'difficult' films you absolutely can't miss it.,1,0.0005653668195009232,roberta-mlm-loss,easy
1140,"(City) reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self caricature of 'Analyze This' (1999) and 'Analyze That,' promised (or threatened) for later this year.",1,0.2369634509086609,roberta-mlm-loss,hard
1141,"... a story we haven't seen on the big screen before, and it's a story that we as Americans, and human beings, should know.",1,0.0060399179346859455,roberta-mlm-loss,medium
1142,"Like Leon, it's frustrating and still oddly likable.",1,0.004773231688886881,roberta-mlm-loss,medium
1143,"All in all, The Count of Monte Cristo is okay, but it is surely no classic, like the novel upon which it is based.",1,0.0006217058398760855,roberta-mlm-loss,easy
1144,"If you can stomach the rough content, it's worth checking out for the performances alone.",1,0.004959073383361101,roberta-mlm-loss,medium
1145,"Looking aristocratic, luminous yet careworn in Jane Hamilton's exemplary costumes, Rampling gives a performance that could not be improved upon.",1,0.0012295265914872289,roberta-mlm-loss,easy
1146,"'...Mafia, rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely, but likable, hero.'",1,0.008919816464185715,roberta-mlm-loss,medium
1147,"On this tricky topic, Tadpole is very much a step in the right direction, with its blend of frankness, civility and compassion.",1,0.0020076693035662174,roberta-mlm-loss,medium
1148,"Fun, flip and terribly hip bit of cinematic entertainment.",1,1.2985620498657227,roberta-mlm-loss,hard
1149,Montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky    but not stereotyped    street characters.,1,0.13594822585582733,roberta-mlm-loss,hard
1150,Falls neatly into the category of Good Stupid Fun.,1,0.001728489645756781,roberta-mlm-loss,medium
1151,The film's performances are thrilling.,1,0.0007833678391762078,roberta-mlm-loss,easy
1152,"Even in its most tedious scenes, Russian Ark is mesmerizing.",1,0.4572748839855194,roberta-mlm-loss,hard
1153,"The continued good chemistry between Carmen and Juni is what keeps this slightly disappointing sequel going, with enough amusing banter    blessedly curse free    to keep both kids and parents entertained.",1,0.10402041673660278,roberta-mlm-loss,hard
1154,Reggio's continual visual barrage is absorbing as well as thought provoking.,1,0.001485774526372552,roberta-mlm-loss,easy
1155,"Unfortunately, it appears that (Jackie) Chan's US influence is starting to show in his Hong Kong films.",-1,0.0046177213080227375,roberta-mlm-loss,medium
1156,It all adds up to good fun.,1,0.0015468710334971547,roberta-mlm-loss,medium
